angDist,_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,GaiaDR2,Plx,pmRA*,pmDE,RV,o_Gmag,Gmag,BP-RP,proba,Cluster,Teff50,_RA.icrs,_DE.icrs,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
0.010067,116.4062468993727,-38.9620688480496,116.40619159414,-38.96204810648,5538619267484612224,2.57650111531266,-9.98785687958119,4.81739992339249,,237,14.7443,1.5473013,1.0,NGC_2451B,5637.439,116.40624689937,-38.96206884805,116.40624336039,-38.96206934632,0.0004242,0.0004082,156.22,5538619267484612224,116.40618993194,0.0198,-38.96204741068,0.0209,2.5765,0.0243,106.0157,10.570,-9.347,0.025,4.936,0.026,411,10.2383,775.38,0.180,1.088e+01,31,,,28,1.379,0,2.41932e+04,1.81718e+01,14.728135,9.16803e+03,3.48378e+01,15.432852,2.18662e+04,13.898460,1.283,1.534391,,,0,,,,,,,0.002873,0.004981,0.004318,14.728135,0.002873,2.41932e+04,0.008,0.4108,0.4216,-0.0284
0.000648,116.4982510507826,-38.8781155980474,116.49813381066,-38.87804944955,5538621157270230144,5.09081919059118,-21.1980632539519,15.3635366513759,,247,15.6870365,2.8602524,1.0,NGC_2451A,3107.661,116.49825105078,-38.87811559805,116.49825106990,-38.87811577756,0.0006293,0.0004712,5.54,5538621157270230144,116.49812999776,0.0224,-38.87804731279,0.0286,5.2203,0.0292,178.4732,26.211,-21.207,0.029,15.405,0.038,389,1.9959,462.07,0.112,1.756e+00,31,,,27,1.072,0,1.02680e+04,1.00620e+01,15.658655,1.64620e+03,1.24171e+01,17.297338,1.35108e+04,14.421194,1.476,2.876144,,,0,,,,,30338208,,0.002954,0.008652,0.004472,15.658655,0.002954,1.02680e+04,0.014,0.4729,0.6280,0.0563
0.002217,116.2327912566557,-38.9074832682754,116.23266490243,-38.90741198974,5538623802970011520,5.06964843944025,-22.8365303983889,16.5550300082919,,260,16.59253,3.155695,0.7,NGC_2451A,2970.1797,116.23279125666,-38.90748326828,116.23279130619,-38.90748265363,0.0012890,0.0010220,10.81,5538623802970011520,116.23266080903,0.0466,-38.90740967541,0.0538,5.3894,0.0593,90.9273,28.137,-22.848,0.064,16.420,0.079,397,10.1259,833.12,0.462,1.214e+01,31,,,26,1.382,0,4.37904e+03,6.85871e+00,16.583918,5.75086e+02,1.19108e+01,18.439210,6.23944e+03,15.260031,1.556,3.179180,,,0,,,,,30337593,,0.003238,0.022660,0.004413,16.583918,0.003238,4.37904e+03,0.049,1.0325,1.2805,0.0860
0.002521,116.4819003902663,-38.7509581371899,116.48184396954,-38.75093696999,5538628682053004928,2.72069231317303,-10.2196003036498,4.91625672300576,,231,16.446852,2.5937195,1.0,NGC_2451B,3706.361,116.48190039027,-38.75095813719,116.48189955336,-38.75095839095,0.0007020,0.0006485,29.68,5538628682053004928,116.48184215410,0.0312,-38.75093625031,0.0347,2.7876,0.0388,71.8656,11.237,-10.072,0.041,4.982,0.043,383,0.7516,415.32,0.021,3.164e-02,31,,,28,1.027,0,5.07007e+03,5.12892e+00,16.424833,9.77564e+02,9.20389e+00,17.863178,6.28209e+03,15.252635,1.432,2.610543,,,0,,,,,30343053,,0.002966,0.010596,0.004944,16.424833,0.002966,5.07007e+03,0.009,0.6620,0.6893,0.0682
0.002058,116.4801643274211,-38.7510705002015,116.48010924504,-38.75105080148,5538628682053005440,2.58108003733188,-9.97716758744546,4.57518897434697,,221,17.46717,3.0767803,1.0,NGC_2451B,3247.366,116.48016432742,-38.7510705002,116.48016386804,-38.75107094582,0.0012241,0.0011370,24.11,5538628682053005440,116.48010747700,0.0536,-38.75105015128,0.0607,2.7751,0.0676,41.0423,10.945,-9.895,0.072,4.679,0.075,382,0.4522,424.89,0.139,4.931e-01,31,,,28,1.016,0,2.00086e+03,1.99447e+00,17.434326,2.62713e+02,7.20950e+00,19.289837,2.73974e+03,16.153624,1.501,3.136213,,,0,,,,,30343051,,0.002960,0.029926,0.005464,17.434326,0.002960,2.00086e+03,-0.000,1.1520,1.2100,0.0550
0.002715,116.5853442146456,-38.726862355058,116.58529013683,-38.72684131742,5538630400039889152,2.87174963255389,-9.79852989892044,4.88616511908436,,261,17.800097,2.9738731,1.0,NGC_2451B,3080.986,116.58534421465,-38.72686235506,116.58534465394,-38.72686168338,0.0015853,0.0013838,49.30,5538630400039889152,116.58528835745,0.0677,-38.72684066047,0.0745,2.8309,0.0816,34.6826,10.956,-9.882,0.094,4.730,0.091,427,-0.0412,552.31,0.430,3.253e+00,95,1.1959,0.0210,28,0.998,0,1.43596e+03,1.75597e+00,17.794510,1.98696e+02,6.70032e+00,19.593070,1.94181e+03,16.527376,1.491,3.065693,,,0,,,,,38037150,,0.003059,0.036719,0.006609,17.768919,0.003045,1.47021e+03,-0.000,1.5029,1.4729,0.1337
0.004608,116.6357069913376,-38.6317609807765,116.63565559514,-38.63173953928,5538631151653207936,2.76443932642172,-9.32502241707471,4.97996412921118,,269,17.966766,3.0057964,0.9,NGC_2451B,3349.3005,116.63570699134,-38.63176098078,116.63570862974,-38.63176095717,0.0016099,0.0013316,38.29,5538631151653207936,116.63565388644,0.0665,-38.63173884580,0.0775,2.7450,0.0835,32.8856,10.832,-9.622,0.091,4.975,0.093,435,-0.6717,443.86,0.000,0.000e+00,31,,,27,0.976,0,1.26894e+03,1.56491e+00,17.928762,1.63000e+02,7.48541e+00,19.808073,1.72644e+03,16.655016,1.489,3.153057,,,0,,,,,38038695,,0.003063,0.049938,0.006604,17.928762,0.003063,1.26894e+03,-0.015,1.4448,1.5091,0.1826
0.004611,116.5965011505325,-38.5946035185652,116.59644857691,-38.59458256133,5538634454488796800,2.85989141622844,-9.54358907625908,4.86749052559655,,260,16.979284,2.9796362,1.0,NGC_2451B,3107.7246,116.59650115053,-38.59460351857,116.59650243405,-38.59460431502,0.0009793,0.0008791,39.71,5538634454488796800,116.59644683385,0.0419,-38.59458188711,0.0458,2.8226,0.0511,55.2104,11.003,-9.778,0.058,5.046,0.058,399,0.1526,427.00,0.174,1.230e+00,31,,,28,1.005,0,3.12997e+03,3.13959e+00,16.948517,4.60180e+02,5.93254e+00,18.681223,4.21761e+03,15.685230,1.495,2.995993,,,0,,,,,38038785,,0.002963,0.014272,0.004824,16.948517,0.002963,3.12997e+03,0.014,0.9213,0.9397,0.1057
0.002783,116.4721397212475,-38.5752076334903,116.47208549923,-38.5751867813,5538635171742731392,2.74399426405067,-9.84547752130854,4.84309329319628,29.1659018014369,254,12.422434,0.8805618,1.0,NGC_2451B,6119.453,116.47213972125,-38.57520763349,116.47213897240,-38.57520813830,0.0001636,0.0001453,33.49,5538635171742731392,116.47208379382,0.0072,-38.57518603069,0.0079,2.7897,0.0090,310.7957,10.906,-9.706,0.009,4.974,0.010,395,-4.1200,439.80,0.018,4.716e-01,31,,,29,0.855,0,2.02851e+05,3.04348e+02,12.419421,1.06440e+05,5.25195e+02,12.770785,1.37727e+05,11.900352,1.204,0.870434,29.17,9.07,4,5500.0,4.5,,,30344904,,0.003201,0.006040,0.005590,12.419421,0.003201,2.02851e+05,-0.002,0.1511,0.1582,0.1088
0.002173,116.2681958794602,-38.6824252136464,116.26807566661,-38.68235831672,5538639367931677568,5.167575072189,-21.795285905542,15.5373642239074,,255,15.258095,2.3991976,1.0,NGC_2451A,3803.6365,116.26819587946,-38.68242521365,116.26819535896,-38.68242566006,0.0004108,0.0003720,9.41,5538639367931677568,116.26807177852,0.0177,-38.68235612313,0.0202,5.2014,0.0226,230.5952,26.757,-21.706,0.023,15.646,0.025,404,1.5075,449.27,0.060,7.682e-01,31,,,29,1.053,0,1.50718e+04,1.31107e+01,15.241955,3.35736e+03,1.51398e+01,16.523548,1.78060e+04,14.121481,1.404,2.402067,,,0,,,,,30343695,,0.002913,0.005635,0.004253,15.241955,0.002913,1.50718e+04,0.012,0.3730,0.4098,0.0320
0.005614,116.1050733103722,-38.6417363590701,116.10495640648,-38.64166892128,5538642047991006720,5.38824595985986,-21.2073984576423,15.662983459605,,241,17.4008,3.1265755,1.0,NGC_2451A,3066.646,116.10507331037,-38.64173635907,116.10507446103,-38.64173508467,0.0013846,0.0010541,179.10,5538642047991006720,116.10495261501,0.0515,-38.64166683444,0.0688,5.2010,0.0726,71.6865,26.350,-21.413,0.066,15.356,0.085,378,0.3768,424.23,0.201,1.016e+00,31,,,26,1.013,0,2.12923e+03,2.30655e+00,17.366812,2.64288e+02,7.01518e+00,19.283348,3.00145e+03,16.054567,1.534,3.228781,,,0,,,,,30360694,,0.002996,0.028954,0.005017,17.366812,0.002996,2.12923e+03,0.019,1.0542,1.3845,-0.0087
0.006129,116.1002657595967,-38.5997328660288,116.10014781741,-38.59966891812,5538642460302110592,5.17007399713857,-21.4082896433272,14.8524302637146,,247,10.8514805,0.873579,1.0,NGC_2451A,6312.8765,116.1002657596,-38.59973286603,116.10026381167,-38.59973362826,0.0003437,0.0002862,158.89,5538642460302110592,116.10014411308,0.0140,-38.59966675450,0.0164,5.2414,0.0182,288.0295,25.873,-21.048,0.018,15.047,0.021,401,12.1381,1921.12,0.173,4.165e+01,31,,,26,1.460,0,8.66438e+05,8.83211e+02,10.843022,4.59186e+05,1.62941e+03,11.183570,5.89231e+05,10.322182,1.210,0.861388,,,0,,,,,30360831,,0.002969,0.004757,0.004624,10.843022,0.002969,8.66438e+05,0.005,0.2943,0.3368,-0.1229
0.001053,116.1433635273591,-38.551327113796,116.14331033307,-38.55130675768,5538644109575487104,2.71436052886222,-9.66207578029367,4.72787552279523,,204,13.105884,0.9905081,1.0,NGC_2451B,5951.0054,116.14336352736,-38.5513271138,116.14336318799,-38.55132723647,0.0002024,0.0001709,173.58,5538644109575487104,116.14330862154,0.0085,-38.55130608967,0.0099,2.7401,0.0111,245.8422,10.716,-9.602,0.011,4.758,0.013,349,-0.2911,365.93,0.000,0.000e+00,31,,,28,0.988,0,1.09897e+05,1.12490e+02,13.084898,5.51386e+04,2.19183e+02,13.484902,7.85515e+04,12.510010,1.216,0.974893,,,0,,,,,30361310,,0.002971,0.005139,0.004522,13.084898,0.002971,1.09897e+05,0.002,0.1713,0.2021,-0.0379
0.003140,116.1838434011945,-38.5702401062196,116.1837270126,-38.57017314069,5538644208352602752,5.12827540793166,-21.1349663533077,15.5532981151543,,225,17.59413,3.0541992,1.0,NGC_2451A,3012.9631,116.18384340119,-38.57024010622,116.18384448022,-38.57023988506,0.0013714,0.0011923,174.11,5538644208352602752,116.18372322876,0.0575,-38.57017097434,0.0650,5.2034,0.0720,72.2922,26.370,-21.330,0.075,15.505,0.085,373,-2.9647,318.25,0.000,0.000e+00,31,,,28,0.892,0,1.79028e+03,2.02307e+00,17.555063,2.33796e+02,6.56161e+00,19.416447,2.42060e+03,16.288086,1.483,3.128361,,,0,,,,,30361333,,0.003016,0.030599,0.006201,17.555063,0.003016,1.79028e+03,-0.017,1.1943,1.3696,-0.0286
0.001390,116.3531485240993,-38.5176067056629,116.3530282172,-38.51754054931,5538646823994551424,5.1880878625924,-21.8624853409447,15.3653616386437,,233,14.173049,1.9072056,1.0,NGC_2451A,5150.512,116.3531485241,-38.51760670566,116.35314823728,-38.51760701994,0.0002572,0.0002482,10.06,5538646823994551424,116.35302433384,0.0118,-38.51753839961,0.0127,5.2321,0.0143,365.8081,26.724,-21.812,0.015,15.440,0.016,401,3.9596,493.33,0.025,3.394e-01,31,,,28,1.143,0,4.11552e+04,6.33457e+01,14.151304,1.26255e+04,9.22862e+01,15.085420,4.21730e+04,13.185310,1.332,1.900109,,,0,,,,,30363748,,0.003223,0.008412,0.005400,14.151304,0.003223,4.11552e+04,0.010,0.2485,0.2569,0.0121
0.003091,116.4502443157392,-38.5684270598221,116.45012361924,-38.56835966288,5538646888413514624,5.3816192541429,-21.9177914843925,15.6534970013551,20.6068435635999,271,12.266645,1.0823479,1.0,NGC_2451A,5345.874,116.45024431574,-38.56842705982,116.45024339970,-38.56842753354,0.0001679,0.0001429,30.86,5538646888413514624,116.45011977575,0.0070,-38.56835741376,0.0080,5.4514,0.0088,621.0702,26.868,-21.748,0.009,15.777,0.010,414,-3.2435,511.57,0.029,1.200e+00,31,,,29,0.888,0,2.35409e+05,2.32932e+02,12.257808,1.12992e+05,3.58770e+02,12.705923,1.73852e+05,11.647446,1.218,1.058477,20.61,2.83,8,5500.0,4.5,,,30363953,,0.002957,0.004435,0.004425,12.257808,0.002957,2.35409e+05,-0.004,0.1499,0.1617,0.1416
0.000733,116.4678039988275,-38.525913397162,116.46775003641,-38.52589359552,5538647133232222336,2.73615377914879,-9.80506061554738,4.59909468374392,,261,14.444724,1.4932194,1.0,NGC_2451B,4945.2676,116.46780399883,-38.52591339716,116.46780417510,-38.52591354682,0.0002770,0.0002635,74.70,5538647133232222336,116.46774826968,0.0125,-38.52589294497,0.0130,2.7710,0.0147,188.3683,10.878,-9.841,0.017,4.635,0.016,428,-0.4916,406.77,0.000,0.000e+00,31,,,29,0.982,0,3.20051e+04,3.83226e+01,14.424320,1.24394e+04,6.00611e+01,15.101542,2.83012e+04,13.618384,1.273,1.483157,,,0,,,,,30364079,,0.003047,0.005939,0.006177,14.424320,0.003047,3.20051e+04,0.005,0.2761,0.2644,0.0255
0.006567,116.4379929712884,-38.5482010185164,116.43794908664,-38.54818337544,5538647167591958144,2.6165274036905,-7.97144284437965,4.09774757258961,,239,16.622591,2.7924185,0.7,NGC_2451B,3640.6738,116.43799297129,-38.54820101852,116.43799482734,-38.54820212342,0.0007349,0.0006906,59.83,5538647167591958144,116.43794762419,0.0336,-38.54818278347,0.0356,2.5538,0.0405,62.9800,9.377,-8.306,0.045,4.351,0.043,417,0.3187,442.45,0.000,0.000e+00,31,,,28,1.010,0,4.33990e+03,3.66607e+00,16.593666,7.23987e+02,7.26343e+00,18.189215,5.62671e+03,15.372259,1.463,2.816956,,,0,,,,,30363979,,0.002904,0.011244,0.004657,16.593666,0.002904,4.33990e+03,0.010,0.7239,0.7020,0.0540
0.002929,116.3027604640802,-38.5227731779115,116.30270841943,-38.52275194784,5538649327953798144,2.83620040163725,-9.45701103534388,4.93085792016554,,245,16.856632,2.5391731,1.0,NGC_2451B,3669.7222,116.30276046408,-38.52277317791,116.30276145868,-38.52277294019,0.0008879,0.0008467,177.16,5538649327953798144,116.30270673271,0.0393,-38.52275126747,0.0449,2.7768,0.0494,56.2002,10.797,-9.633,0.053,4.876,0.055,390,2.4576,477.84,0.150,1.083e+00,31,,,28,1.089,0,3.51152e+03,3.82756e+00,16.823627,7.22842e+02,8.48879e+00,18.190933,4.42686e+03,15.632657,1.467,2.558276,,,0,,,,,30363722,,0.002999,0.013052,0.005924,16.823627,0.002999,3.51152e+03,0.051,0.8468,0.8878,-0.0047
0.001139,116.2940539599645,-38.5238232685765,116.29400081332,-38.52380255238,5538649332255441792,2.70515611449013,-9.65711340444344,4.81150729238673,,255,14.819137,1.6209345,1.0,NGC_2451B,4822.903,116.29405395996,-38.52382326858,116.29405361145,-38.52382342909,0.0003243,0.0002980,167.50,5538649332255441792,116.29399909416,0.0141,-38.52380186937,0.0167,2.7459,0.0186,147.7678,10.753,-9.597,0.019,4.851,0.020,395,1.5247,434.42,0.000,0.000e+00,31,,,28,1.054,0,2.22747e+04,3.92836e+01,14.817835,7.99254e+03,5.97736e+01,15.581830,2.06829e+04,13.958869,1.287,1.622961,,,0,,,,,30363598,,0.003355,0.008586,0.005958,14.817835,0.003355,2.22747e+04,0.002,0.2992,0.3231,-0.0359
0.001777,116.2808353688406,-38.5266133967186,116.28078058541,-38.52659201374,5538649504054130560,2.8322212249518,-9.95414192959445,4.96637112937648,,216,16.021555,2.6292458,1.0,NGC_2451B,,116.28083536884,-38.52661339672,116.28083536856,-38.52661290318,0.0006052,0.0005471,164.77,5538649504054130560,116.28077879368,0.0262,-38.52659132636,0.0308,2.8489,0.0330,86.2954,11.079,-9.958,0.034,4.855,0.037,372,1.0948,412.58,0.101,1.068e+00,31,,,28,1.040,0,7.52253e+03,1.06231e+01,15.996456,1.44154e+03,1.57820e+01,17.441477,9.51734e+03,14.801607,1.457,2.639870,,,0,,,,,30363594,,0.003153,0.012210,0.006132,15.996456,0.003153,7.52253e+03,0.029,0.5513,0.6014,-0.0512
0.003897,116.237076234742,-38.5132759383311,116.236954809,-38.51320670225,5538650294328385152,5.08012134626321,-22.0671312724183,16.0806526424564,,221,16.824463,2.9413853,0.9,NGC_2451A,3078.5164,116.23707623474,-38.51327593833,116.23707513827,-38.51327527821,0.0009712,0.0008493,165.55,5538650294328385152,116.23695091793,0.0404,-38.51320444808,0.0461,5.3009,0.0509,104.0750,27.060,-21.870,0.053,15.937,0.059,361,1.6655,429.00,0.158,1.199e+00,31,,,27,1.062,0,3.60301e+03,3.12328e+00,16.795702,5.27344e+02,5.72658e+00,18.533306,4.79534e+03,15.545848,1.477,2.987458,,,0,,,,,30363630,,0.002912,0.012116,0.004475,16.795702,0.002912,3.60301e+03,-0.002,0.8574,0.9640,-0.0649
0.002115,116.2300582708122,-38.4778893373871,116.22993973013,-38.47782176002,5538650603565741056,5.15618290938714,-21.5534035983365,15.6954016603043,,232,16.342669,2.77458,1.0,NGC_2451A,3165.9463,116.23005827081,-38.47788933739,116.23005759170,-38.47788908708,0.0006997,0.0006374,170.04,5538650603565741056,116.22993591809,0.0302,-38.47781955907,0.0340,5.2196,0.0378,138.0877,26.534,-21.432,0.040,15.644,0.043,371,-1.1668,350.64,0.000,0.000e+00,31,,,28,0.956,0,5.63643e+03,4.35766e+00,16.309856,9.54881e+02,6.38993e+00,17.888670,7.26882e+03,15.094235,1.459,2.794435,,,0,,,,,30364809,,0.002880,0.007783,0.004490,16.309856,0.002880,5.63643e+03,0.009,0.6393,0.6979,-0.0318
0.001833,116.2591819183673,-38.4303179345641,116.25912555484,-38.43029728332,5538651114658673792,2.83925572679267,-10.2549349050848,4.79642164135478,18.5762502084156,265,11.996921,0.79941463,1.0,NGC_2451B,6302.9487,116.25918191837,-38.43031793456,116.25918158098,-38.43031836970,0.0001911,0.0001644,8.35,5538651114658673792,116.25912378145,0.0078,-38.43029655020,0.0094,2.8656,0.0105,273.8124,11.309,-10.188,0.010,4.909,0.012,434,-2.8540,712.19,0.067,7.153e+00,31,,,27,0.903,0,3.01608e+05,1.49867e+02,11.988761,1.64229e+05,2.80155e+02,12.299918,1.97489e+05,11.509036,1.199,0.790882,18.58,3.20,6,6000.0,3.5,,,30365211,,0.002808,0.003349,0.003986,11.988761,0.002808,3.01608e+05,0.000,0.1650,0.1906,0.0433
0.001715,115.6693232578462,-39.0559282167038,115.66920726063,-39.05586066743,5538653489784775040,5.13283307221585,-20.9207546172185,15.6888775161737,,226,16.837976,3.0450773,1.0,NGC_2451A,3210.1743,115.66932325785,-39.0559282167,115.66932357967,-39.05592862225,0.0009113,0.0008201,22.66,5538653489784775040,115.66920348017,0.0399,-39.05585847615,0.0451,5.3067,0.0498,106.5268,26.257,-20.984,0.052,15.783,0.055,391,1.4935,462.46,0.182,1.505e+00,31,,,28,1.053,0,3.55214e+03,3.83847e+00,16.811140,4.95007e+02,6.55228e+00,18.602013,4.83576e+03,15.536734,1.501,3.065279,,,0,,,,,30325094,,0.002995,0.014640,0.004678,16.811140,0.002995,3.55214e+03,0.010,0.8343,0.8984,0.0749
0.004258,115.6392717634179,-38.9637412693504,115.63915650287,-38.96367413318,5538654829814504832,5.11403615126564,-20.8150041705223,15.5929302715814,,241,16.259575,2.7431698,1.0,NGC_2451A,3359.0662,115.63927176342,-38.96374126935,115.63927160377,-38.96374244559,0.0006404,0.0005810,171.12,5538654829814504832,115.63915277807,0.0280,-38.96367193110,0.0331,5.2228,0.0357,146.1541,26.151,-20.788,0.036,15.866,0.039,387,0.3964,410.05,0.000,0.000e+00,31,,,26,1.013,0,6.04863e+03,4.64303e+00,16.233223,1.07249e+03,9.06414e+00,17.762556,7.76454e+03,15.022607,1.461,2.739949,,,0,,,,,30329638,,0.002879,0.009591,0.004724,16.233223,0.002879,6.04863e+03,0.019,0.5825,0.6390,-0.0297
0.005810,115.7364190782483,-38.9209232706495,115.73630371105,-38.92085832436,5538655998045644544,5.08096103953839,-20.8468499180556,15.084312707205,,244,17.28238,3.0383053,1.0,NGC_2451A,3064.023,115.73641907825,-38.92092327065,115.73641809234,-38.92092469074,0.0011905,0.0010268,4.06,5538655998045644544,115.73630002901,0.0476,-38.92085616893,0.0572,5.1476,0.0616,83.5734,25.784,-20.667,0.064,15.417,0.074,373,0.2687,406.98,0.000,0.000e+00,31,,,25,1.009,0,2.37278e+03,2.21361e+00,17.249224,3.22253e+02,1.05083e+01,19.068050,3.25257e+03,15.967329,1.507,3.100721,,,0,,,,,30330569,,0.002936,0.035514,0.004776,17.249224,0.002936,2.37278e+03,0.011,1.0277,1.1897,0.0209
0.002520,115.5808334349131,-38.8740496859776,115.580721119,-38.8739817257,5538658776880641664,5.05587193401497,-20.3088834745248,15.7843349113362,,236,17.741537,3.221058,1.0,NGC_2451A,2971.1047,115.58083343491,-38.87404968598,115.58083361326,-38.87405037220,0.0015069,0.0013809,61.88,5538658776880641664,115.58071746376,0.0662,-38.87397950603,0.0745,5.2101,0.0863,60.3764,25.849,-20.346,0.093,15.945,0.088,345,-0.2095,370.46,0.092,1.393e-01,31,,,23,0.991,0,1.55025e+03,2.37820e+00,17.711365,1.81219e+02,6.88138e+00,19.693031,2.19167e+03,16.395960,1.531,3.297072,,,0,,,,,30331142,,0.003220,0.041323,0.005913,17.711365,0.003220,1.55025e+03,0.006,1.4798,1.4099,0.0725
0.020957,115.6419633131847,-38.8489105437175,115.64185203095,-38.848840931,5538660361732319744,5.14071090085401,-20.1290905605601,16.1681282353864,22.5598418994416,234,11.176572,1.0019617,1.0,NGC_2451A,6018.496,115.64196331319,-38.84891054372,115.64196734384,-38.84890564104,0.0007515,0.0006653,21.45,5538660361732319744,115.64184830990,0.0312,-38.84883878837,0.0365,5.2317,0.0396,132.0928,25.716,-20.858,0.042,15.042,0.045,370,43.0245,11242.99,0.416,2.532e+02,31,,,26,2.959,0,6.37175e+05,6.84600e+02,11.176720,3.17284e+05,1.21628e+03,11.584922,4.56410e+05,10.599507,1.214,0.985415,22.56,7.57,8,4750.0,3.5,,,30331291,,0.002992,0.005011,0.004843,11.176720,0.002992,6.37175e+05,-0.001,0.6774,0.7405,0.0829
0.007893,115.6705103484497,-38.7919200625922,115.67045532969,-38.79190031643,5538660602250473088,2.78795425017234,-9.95993854240971,4.5862078101213,,226,17.564562,2.806017,1.0,NGC_2451B,3631.8816,115.67051034845,-38.79192006259,115.67050871744,-38.79192184903,0.0015521,0.0014923,8.25,5538660602250473088,115.67045361494,0.0620,-38.79189961917,0.0743,2.7864,0.0811,34.3385,10.881,-9.663,0.094,5.002,0.097,313,-0.0449,324.16,0.000,0.000e+00,31,,,24,0.997,0,1.84283e+03,3.42071e+00,17.523657,3.06087e+02,9.27545e+00,19.123930,2.40954e+03,16.293062,1.474,2.830868,,,0,,,,,30332241,,0.003414,0.033020,0.006838,17.523657,0.003414,1.84283e+03,0.018,1.4935,1.5509,0.0112
0.003293,115.6191997132565,-38.8104694033252,115.61907560903,-38.81040000714,5538661186366007168,5.36519776507344,-22.46049852948,16.1178383118536,,228,16.724361,2.9973612,1.0,NGC_2451A,3038.8418,115.61919971326,-38.81046940333,115.61919854562,-38.81046930936,0.0009837,0.0009674,98.63,5538661186366007168,115.61907164233,0.0443,-38.81039778948,0.0497,5.4451,0.0569,95.7330,27.459,-22.249,0.062,16.092,0.061,332,2.9921,438.56,0.253,2.775e+00,31,,,25,1.118,0,3.94903e+03,4.01578e+00,16.696142,5.84428e+02,8.10942e+00,18.421715,5.29018e+03,15.439219,1.488,2.982496,,,0,,,,,30331649,,0.002968,0.015322,0.004423,16.696142,0.002968,3.94903e+03,0.009,0.9833,0.9678,-0.0050
0.001095,115.7546434511355,-38.7078218043396,115.75453197231,-38.70775541921,5538667130600771840,4.94383878866133,-20.2045813405452,15.4184948466585,,233,16.367542,2.779276,1.0,NGC_2451A,3181.3333,115.75464345114,-38.70782180434,115.75464327300,-38.70782207490,0.0007735,0.0006778,11.76,5538667130600771840,115.75452834565,0.0310,-38.70775326058,0.0373,5.0699,0.0401,126.3954,25.434,-20.179,0.043,15.483,0.048,354,1.3185,402.89,0.000,0.000e+00,31,,,26,1.049,0,5.45232e+03,3.87245e+00,16.345913,9.29796e+02,8.66941e+00,17.917574,7.05912e+03,15.126020,1.465,2.791555,,,0,,,,,30350242,,0.002861,0.010501,0.004184,16.345913,0.002861,5.45232e+03,0.015,0.6820,0.7697,0.0528
0.001730,115.7894432256863,-38.5656851242667,115.7893283951,-38.56561612662,5538670459192711808,5.16706080052122,-20.8533694946777,16.0252731494852,,246,17.591562,3.2523441,1.0,NGC_2451A,2928.494,115.78944322569,-38.56568512427,115.78944369566,-38.56568481462,0.0015060,0.0012339,4.76,5538670459192711808,115.78932465684,0.0578,-38.56561391922,0.0702,5.1191,0.0784,65.3211,26.325,-20.942,0.077,15.951,0.094,379,0.1538,423.12,0.084,1.390e-01,31,,,28,1.005,0,1.77325e+03,2.06482e+00,17.565443,2.05665e+02,7.14677e+00,19.555641,2.51815e+03,16.245190,1.536,3.310452,,,0,,,,,30351978,,0.003032,0.037832,0.005965,17.565443,0.003032,1.77325e+03,0.010,1.2360,1.5043,0.0331
0.000032,115.5655571995604,-38.7413670607244,115.56543374509,-38.74129626197,5538673590231497088,5.41778828872513,-22.3645635451116,16.4435976034164,21.4221056351445,275,11.001866,0.7980814,1.0,NGC_2451A,5977.674,115.56555719956,-38.74136706072,115.56555721077,-38.74136706267,0.0001885,0.0001804,174.91,5538673590231497088,115.56542978284,0.0084,-38.74129391233,0.0093,5.5029,0.0106,520.9777,27.767,-22.363,0.011,16.459,0.012,410,-6.7414,699.21,0.070,6.838e+00,31,,,26,0.772,0,7.48240e+05,3.20701e+02,11.002264,4.07520e+05,5.97920e+02,11.313170,4.88792e+05,10.525086,1.198,0.788084,21.42,0.83,7,6750.0,4.5,,,30349301,,0.002794,0.003213,0.003916,11.002264,0.002794,7.48240e+05,-0.001,0.1804,0.1884,-0.0077
