target_name,provenance_name,flux_cols,sequence_number,obs_id,productFilename,author,fund_periods,fund_powers,sig_periods,sig_powers,sec_periods,sec_powers,thresholds,tics,num_sig_peaks,harm_types,clean60,clean30,clean10,clean,half,dbl,period_short,power_short,SpotEvol,MultiProt,Blended,Q,Q2,Q3,Select,Notes,Gaia issues
22528962,CDIPS,PCA1,7,hlsp_cdips_tess_ffi_gaiatwo0005564666423063496192-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005564666423063496192-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,1.1156,0.2182,1.1156,0.2182,1.0468,0.0378,0.023254,22528962,1,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,n,n,y,0,2,3,y,,
22528962,CDIPS,PCA2,7,hlsp_cdips_tess_ffi_gaiatwo0005564666423063496192-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005564666423063496192-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,1.1169,0.1923,1.1169,0.1923,1.1955,0.0359,0.021781,22528962,3,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22528962,CDIPS,PCA3,7,hlsp_cdips_tess_ffi_gaiatwo0005564666423063496192-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005564666423063496192-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,8.7866,0.1172,8.7866,0.1172,5.5032,0.1078,0.021402,22528962,5,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22528962,CDIPS,TFA1,7,hlsp_cdips_tess_ffi_gaiatwo0005564666423063496192-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005564666423063496192-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,1.1185,0.1732,1.1185,0.1732,1.0479,0.0292,0.02505,22528962,1,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22528962,CDIPS,TFA2,7,hlsp_cdips_tess_ffi_gaiatwo0005564666423063496192-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005564666423063496192-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,1.1165,0.1346,1.1165,0.1346,1.049,0.0349,0.022955,22528962,1,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22528962,CDIPS,TFA3,7,hlsp_cdips_tess_ffi_gaiatwo0005564666423063496192-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005564666423063496192-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,1.1231,0.0427,1.1231,0.0427,-9999,-9999,0.023829,22528962,0,-,TRUE,TRUE,TRUE,TRUE,0,0,-99,-99,,,,,,,,,
22530128,CDIPS,PCA1,7,hlsp_cdips_tess_ffi_gaiatwo0005565154430130804736-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005565154430130804736-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,6.3661,0.0261,6.3661,0.0261,-9999,-9999,0.025008,22530128,0,-,TRUE,TRUE,TRUE,TRUE,0,0,-99,-99,,,,,,,,,
22530128,CDIPS,PCA2,7,hlsp_cdips_tess_ffi_gaiatwo0005565154430130804736-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005565154430130804736-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,8.6599,0.0187,-9999,-9999,-9999,-9999,0.022127,22530128,0,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22530128,CDIPS,PCA3,7,hlsp_cdips_tess_ffi_gaiatwo0005565154430130804736-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005565154430130804736-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,8.4647,0.1476,8.4647,0.1476,3.8033,0.0393,0.024182,22530128,2,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22530128,CDIPS,TFA1,7,hlsp_cdips_tess_ffi_gaiatwo0005565154430130804736-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005565154430130804736-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,0.136,0.0097,-9999,-9999,-9999,-9999,0.020837,22530128,0,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22530128,CDIPS,TFA2,7,hlsp_cdips_tess_ffi_gaiatwo0005565154430130804736-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005565154430130804736-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,0.1015,0.0151,-9999,-9999,-9999,-9999,0.02645,22530128,0,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22530128,CDIPS,TFA3,7,hlsp_cdips_tess_ffi_gaiatwo0005565154430130804736-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005565154430130804736-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,0.6105,0.0119,-9999,-9999,-9999,-9999,0.021062,22530128,0,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22530128,QLP,sap_flux,7,hlsp_qlp_tess_ffi_s0007-0000000022530128_tess_v01_llc,hlsp_qlp_tess_ffi_s0007-0000000022530128_tess_v01_llc.fits,QLP,16.8858,0.3213,16.8858,0.3213,8.8123,0.175,0.023556,22530128,0,half-maybe,TRUE,FALSE,FALSE,FALSE,0,0,8.8123,0.175,n,n,y,1,2,3,y,could be a long period; PCA is just noise,
22531044,CDIPS,PCA1,7,hlsp_cdips_tess_ffi_gaiatwo0005566057751949599232-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566057751949599232-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,0.8673,0.1307,0.8673,0.1307,0.4137,0.0385,0.022886,22531044,0,half,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,n,n,n,0,2,3,y,,
22531044,CDIPS,PCA2,7,hlsp_cdips_tess_ffi_gaiatwo0005566057751949599232-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566057751949599232-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,0.8681,0.104,0.8681,0.104,0.4139,0.0253,0.023939,22531044,0,half,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22531044,CDIPS,PCA3,7,hlsp_cdips_tess_ffi_gaiatwo0005566057751949599232-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566057751949599232-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,0.8688,0.0383,0.8688,0.0383,7.887,0.0282,0.024361,22531044,1,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22531044,CDIPS,TFA1,7,hlsp_cdips_tess_ffi_gaiatwo0005566057751949599232-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566057751949599232-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,0.8691,0.0866,0.8691,0.0866,0.4138,0.0333,0.023553,22531044,0,half,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22531044,CDIPS,TFA2,7,hlsp_cdips_tess_ffi_gaiatwo0005566057751949599232-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566057751949599232-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,0.8676,0.0679,0.8676,0.0679,-9999,-9999,0.024528,22531044,0,-,TRUE,TRUE,TRUE,TRUE,0,0,-99,-99,,,,,,,,,
22531044,CDIPS,TFA3,7,hlsp_cdips_tess_ffi_gaiatwo0005566057751949599232-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566057751949599232-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,0.8691,0.0227,-9999,-9999,-9999,-9999,0.02379,22531044,0,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22531350,CDIPS,PCA1,7,hlsp_cdips_tess_ffi_gaiatwo0005566086098733530368-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566086098733530368-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,4.4779,0.679,4.4779,0.679,3.539,0.2563,0.025822,22531350,4,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22531350,CDIPS,PCA2,7,hlsp_cdips_tess_ffi_gaiatwo0005566086098733530368-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566086098733530368-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,4.5664,0.4103,4.5664,0.4103,3.5431,0.2531,0.022763,22531350,3,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22531350,CDIPS,PCA3,7,hlsp_cdips_tess_ffi_gaiatwo0005566086098733530368-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566086098733530368-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,4.3992,0.6308,4.3992,0.6308,3.4937,0.2226,0.023492,22531350,5,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22531350,CDIPS,TFA1,7,hlsp_cdips_tess_ffi_gaiatwo0005566086098733530368-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566086098733530368-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,4.4513,0.2251,4.4513,0.2251,3.5306,0.1164,0.027077,22531350,4,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22531350,CDIPS,TFA2,7,hlsp_cdips_tess_ffi_gaiatwo0005566086098733530368-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566086098733530368-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,4.5594,0.1374,4.5594,0.1374,3.5599,0.112,0.023037,22531350,4,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22531350,CDIPS,TFA3,7,hlsp_cdips_tess_ffi_gaiatwo0005566086098733530368-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566086098733530368-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,4.5183,0.0952,4.5183,0.0952,6.2994,0.0391,0.022083,22531350,5,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22531350,QLP,sap_flux,7,hlsp_qlp_tess_ffi_s0007-0000000022531350_tess_v01_llc,hlsp_qlp_tess_ffi_s0007-0000000022531350_tess_v01_llc.fits,QLP,4.4382,0.8647,4.4382,0.8647,13.7233,0.1016,0.025205,22531350,2,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,m,n,n,0,2,2,y,also visible in PCA; blended with TIC 22531357,m
22531357,CDIPS,PCA1,7,hlsp_cdips_tess_ffi_gaiatwo0005566086098733529856-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566086098733529856-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,4.4779,0.6629,4.4779,0.6629,3.5348,0.2624,0.024521,22531357,4,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,m,n,y,0,2,2,y,blended with TIC 22531350,y
22531357,CDIPS,PCA2,7,hlsp_cdips_tess_ffi_gaiatwo0005566086098733529856-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566086098733529856-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,4.5733,0.3997,4.5733,0.3997,3.5306,0.2653,0.022269,22531357,4,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22531357,CDIPS,PCA3,7,hlsp_cdips_tess_ffi_gaiatwo0005566086098733529856-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566086098733529856-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,4.4056,0.6118,4.4056,0.6118,3.4978,0.2372,0.021586,22531357,5,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22531357,CDIPS,TFA1,7,hlsp_cdips_tess_ffi_gaiatwo0005566086098733529856-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566086098733529856-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,4.4579,0.22,4.4579,0.22,3.5265,0.1163,0.028775,22531357,4,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22531357,CDIPS,TFA2,7,hlsp_cdips_tess_ffi_gaiatwo0005566086098733529856-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566086098733529856-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,4.5803,0.1382,4.5803,0.1382,3.5557,0.1194,0.023876,22531357,3,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22531357,CDIPS,TFA3,7,hlsp_cdips_tess_ffi_gaiatwo0005566086098733529856-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566086098733529856-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,4.5251,0.0862,4.5251,0.0862,2.3147,0.0473,0.024049,22531357,3,half-maybe,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22533901,CDIPS,PCA1,7,hlsp_cdips_tess_ffi_gaiatwo0005566087846781009024-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566087846781009024-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,0.5517,0.0442,0.5517,0.0442,4.1847,0.0308,0.023736,22533901,3,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,m,n,n,1,2,2,y,noisy but also visible in QLP,
22533901,CDIPS,PCA2,7,hlsp_cdips_tess_ffi_gaiatwo0005566087846781009024-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566087846781009024-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,0.5505,0.0689,0.5505,0.0689,0.2753,0.0298,0.02341,22533901,1,half,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22533901,CDIPS,PCA3,7,hlsp_cdips_tess_ffi_gaiatwo0005566087846781009024-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566087846781009024-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,0.5509,0.0801,0.5509,0.0801,0.1524,0.0311,0.023952,22533901,3,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22533901,CDIPS,TFA1,7,hlsp_cdips_tess_ffi_gaiatwo0005566087846781009024-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566087846781009024-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,0.551,0.0447,0.551,0.0447,0.1526,0.0354,0.024096,22533901,1,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22533901,CDIPS,TFA2,7,hlsp_cdips_tess_ffi_gaiatwo0005566087846781009024-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566087846781009024-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,0.5504,0.0444,0.5504,0.0444,0.1524,0.0385,0.02769,22533901,1,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22533901,CDIPS,TFA3,7,hlsp_cdips_tess_ffi_gaiatwo0005566087846781009024-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566087846781009024-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,0.5503,0.0416,0.5503,0.0416,0.1524,0.03,0.023802,22533901,2,-,FALSE,FALSE,FALSE,FALSE,1,0,-99,-99,,,,,,,,,
22533901,QLP,sap_flux,7,hlsp_qlp_tess_ffi_s0007-0000000022533901_tess_v01_llc,hlsp_qlp_tess_ffi_s0007-0000000022533901_tess_v01_llc.fits,QLP,0.5498,0.0713,0.5498,0.0713,14.5192,0.0696,0.022064,22533901,4,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22534317,CDIPS,PCA1,7,hlsp_cdips_tess_ffi_gaiatwo0005566043630097441280-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566043630097441280-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,3.6419,0.5328,3.6419,0.5328,3.0075,0.1188,0.02363,22534317,2,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22534317,CDIPS,PCA2,7,hlsp_cdips_tess_ffi_gaiatwo0005566043630097441280-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566043630097441280-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,3.6776,0.565,3.6776,0.565,4.7693,0.0662,0.023246,22534317,3,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,n,n,y,0,2,2,y,,
22534317,CDIPS,PCA3,7,hlsp_cdips_tess_ffi_gaiatwo0005566043630097441280-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566043630097441280-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,3.6821,0.413,3.6821,0.413,8.8906,0.0773,0.024855,22534317,1,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22534317,CDIPS,TFA1,7,hlsp_cdips_tess_ffi_gaiatwo0005566043630097441280-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566043630097441280-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,3.6375,0.1835,3.6375,0.1835,2.9955,0.039,0.023176,22534317,1,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22534317,CDIPS,TFA2,7,hlsp_cdips_tess_ffi_gaiatwo0005566043630097441280-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566043630097441280-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,3.7048,0.1507,3.7048,0.1507,3.0565,0.0347,0.023331,22534317,1,-,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22534317,CDIPS,TFA3,7,hlsp_cdips_tess_ffi_gaiatwo0005566043630097441280-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005566043630097441280-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,3.6641,0.0499,3.6641,0.0499,-9999,-9999,0.023968,22534317,0,-,TRUE,TRUE,TRUE,TRUE,0,0,-99,-99,,,,,,,,,
22534359,QLP,sap_flux,7,hlsp_qlp_tess_ffi_s0007-0000000022534359_tess_v01_llc,hlsp_qlp_tess_ffi_s0007-0000000022534359_tess_v01_llc.fits,QLP,0.8823,0.725,0.8823,0.725,0.4331,0.0867,0.023596,22534359,1,half,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,y,n,m,0,2,3,y,,
22534495,QLP,sap_flux,7,hlsp_qlp_tess_ffi_s0007-0000000022534495_tess_v01_llc,hlsp_qlp_tess_ffi_s0007-0000000022534495_tess_v01_llc.fits,QLP,1.4742,0.8813,1.4742,0.8813,1.2173,0.0264,0.025655,22534495,1,-,TRUE,TRUE,TRUE,FALSE,0,0,-99,-99,y,n,m,0,2,3,y,,
22534822,QLP,sap_flux,7,hlsp_qlp_tess_ffi_s0007-0000000022534822_tess_v01_llc,hlsp_qlp_tess_ffi_s0007-0000000022534822_tess_v01_llc.fits,QLP,2.1128,0.799,2.1128,0.799,1.0051,0.0758,0.021409,22534822,3,half,TRUE,TRUE,TRUE,FALSE,0,0,-99,-99,y,n,m,0,2,2,y,,
22535661,CDIPS,PCA1,7,hlsp_cdips_tess_ffi_gaiatwo0005565095816714827264-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005565095816714827264-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,4.342,0.2481,4.342,0.2481,2.1772,0.0791,0.023037,22535661,2,half,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22535661,CDIPS,PCA2,7,hlsp_cdips_tess_ffi_gaiatwo0005565095816714827264-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005565095816714827264-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,4.3736,0.5977,4.3736,0.5977,2.1835,0.1127,0.022655,22535661,2,half,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,n,n,y,0,2,2,y,,
22535661,CDIPS,PCA3,7,hlsp_cdips_tess_ffi_gaiatwo0005565095816714827264-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005565095816714827264-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,4.4513,0.3142,4.4513,0.3142,8.3471,0.194,0.024822,22535661,3,-,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22535661,CDIPS,TFA1,7,hlsp_cdips_tess_ffi_gaiatwo0005565095816714827264-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005565095816714827264-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,4.3232,0.0769,4.3232,0.0769,1.8626,0.0315,0.022352,22535661,3,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22535661,CDIPS,TFA2,7,hlsp_cdips_tess_ffi_gaiatwo0005565095816714827264-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005565095816714827264-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,4.3357,0.1178,4.3357,0.1178,2.174,0.0443,0.023364,22535661,1,half,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22535661,CDIPS,TFA3,7,hlsp_cdips_tess_ffi_gaiatwo0005565095816714827264-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005565095816714827264-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,4.5733,0.0401,4.5733,0.0401,2.1203,0.0282,0.022514,22535661,1,half-maybe,FALSE,FALSE,FALSE,FALSE,1,0,-99,-99,,,,,,,,,
22595959,CDIPS,PCA1,7,hlsp_cdips_tess_ffi_gaiatwo0005590194093764772608-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005590194093764772608-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,5.0755,0.4702,5.0755,0.4702,2.5333,0.2255,0.020498,22595959,2,half,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22595959,CDIPS,PCA2,7,hlsp_cdips_tess_ffi_gaiatwo0005590194093764772608-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005590194093764772608-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,4.9501,0.5119,4.9501,0.5119,2.5163,0.2455,0.023718,22595959,1,half,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22595959,CDIPS,PCA3,7,hlsp_cdips_tess_ffi_gaiatwo0005590194093764772608-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005590194093764772608-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,2.5679,0.3923,2.5679,0.3923,5.0755,0.3145,0.023081,22595959,3,dbl-maybe,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22595959,CDIPS,TFA1,7,hlsp_cdips_tess_ffi_gaiatwo0005590194093764772608-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005590194093764772608-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,2.5592,0.1564,2.5592,0.1564,4.9582,0.075,0.027197,22595959,2,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22595959,CDIPS,TFA2,7,hlsp_cdips_tess_ffi_gaiatwo0005590194093764772608-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005590194093764772608-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,2.5248,0.1596,2.5248,0.1596,4.9995,0.1384,0.027795,22595959,1,dbl-maybe,FALSE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22595959,CDIPS,TFA3,7,hlsp_cdips_tess_ffi_gaiatwo0005590194093764772608-0007-cam3-ccd2_tess_v01_llc,hlsp_cdips_tess_ffi_gaiatwo0005590194093764772608-0007-cam3-ccd2_tess_v01_llc.fits,CDIPS,2.5505,0.11,2.5505,0.11,4.9096,0.0533,0.028509,22595959,3,-,TRUE,FALSE,FALSE,FALSE,0,0,-99,-99,,,,,,,,,
22595959,QLP,sap_flux,7,hlsp_qlp_tess_ffi_s0007-0000000022595959_tess_v01_llc,hlsp_qlp_tess_ffi_s0007-0000000022595959_tess_v01_llc.fits,QLP,5.1716,0.7238,5.1716,0.7238,2.5527,0.1406,0.024919,22595959,1,half,TRUE,TRUE,FALSE,FALSE,0,0,-99,-99,m,n,n,0,2,3,y,also visible in PCA,
